001dc955e10590d3ca4673f034feeef2,dog
0067aaaa500b530c76b9c91af34b4cb8,dog
093152325d04185ad02d288b95cf9183,dog
0c4d454d8f09c90c655bd0e2af6eb2e5,dog
1016c9edb65b568deec1835b9abd5f97,dog
12c4fb4fb5afdb5977ef945d2e064bf2,dog
209eff27fdc3dd5f96a70684f043c9c0,dog
215d552ffa96127d0cee430d3d8c96de,dog
279ce589647b57924e97a1eeaab242e1,dog
2effb9f13c08952f25e4619a41423f39,dog
466242dd76e58c4dc16b07d2ad00e7bb,dog
613594efe577a8e84079493203a31d0a,dog
6af7065779143bbf25c0f9fefc664e41,dog
7b688b582fe645c430ba6d7ab6891f16,dog
7cbecd9d2421bd1a7aa2a2553c93c7f9,dog
7e9d46bd87849a49ada5f2c336c9d929,dog
809faf56ea106090875893cbd1e5e2b6,dog
8c5be37f63919902edb6c14aee836202,dog
90743673785cff0f1977f6dbcf76e6cd,dog
97c2b9e2ef442baf4971a4eccde8350d,dog
97efc62baceb8115ddd6cef6b553e3bc,dog
97f41291312d2e5fb1932f52f511f08c,dog
98607e30aab2cdb838f906108e0a7c1a,dog
a8bb509cd1bd09b27ff5343e3f36bf9e,dog
b9060707119bd68a527144596d3d3f08,dog
bf158db367c606b0a190f8a987875f09,dog
c32a950492a47622700c3d847848a475,dog
c497cdd2671c8c4e21ad24192d5bd789,dog
d00e5d29d4ec09de1e0e0ebec41b2d03,dog
ea9100585127c7f3f22adee9eb545a13,dog
ecd19016171191c9f90097d778a5d65c,dog
ecebf6a4483edc92e210da9e3e20f1ec,dog
ef3a7231b35cdce647133eb942ccb0b7,dog
f29f5e6cba2e528a795d32fae0b9cea0,dog
0067aaaa500b530c76b9c91af34b4cb8,cat
0bf72e6419607359766952d774c3bd72,cat
15819ed0b5c7037168999069cce8eb29,cat
1ab437d53b724f0bd26eccbca7e88d17,cat
209696d6827dcb0f68d0ba61ead968a7,cat
20d8d8728c060f6426a05335c7af094c,cat
212e7be4792dab70f09127d456f93259,cat
3b6b5bb0492cb7b8b52f1f6b7f20b845,cat
3cb50630ebd67bc49ef10480343e970e,cat
48c84f794d64467574e064c7eeb25f89,cat
5eb95f0853c8b35fcea6c2aefb263963,cat
62849136d75adcc820b858eb05844f9d,cat
8516e2a3b77f8cd7d303849fc34e59c3,cat
8687474a0aabddf824d297816e83db05,cat
8b060b8b3ba0a87c04056ee4453ab332,cat
9ccf144f9575752b738ea0508e7fd1cd,cat
9d05e8eaad630b03c35f04ca765d26cb,cat
b19c7e95eb9f500aec8143786852487a,cat
b2eba4c0086725d6b67aacac5909b3a8,cat
d7cfd0035ad581d2d7629a82ad793c98,cat
ddfcb5a49e47a4940858f8416ab13d29,cat
e92e68079efd05e0974834a2b7468d6e,cat
f254e04d7f7f90259a9fba1557e04693,cat
f8001843e7514bbc112f668eb6dd22b5,cat
01a53ec12b1136eda19200c87c7ce206,bad
1a50f8b68a628b4be3028e14f8676855,bad
2503ea98674a9f3b327fe57eceb29dd6,bad
422a9ee2709fa8a4c1329a84d784b4f0,bad
4ef5ab4394f363b8770323da06afbce5,bad
7ad11c3e4d4a926b957a5940d0bc57b4,bad
894c2322d021abed11c563ac62615073,bad
c5e343b26cabeb9ca247decc75e00826,bad
dcc591ae039669831ef80024d4aa7adf,bad
ce5363b16e5f8c6a36a0826e96464614,bad
d55de2132e5374431edcb8987fde1ef4,bad
d845aa17608f8377b3204c77f48dcdac,bad
fa98609878a896564f1dede157809200,bad
fdb6477305ce3ef66895aff3fd5a7514,bad
fe47539e989df047507eaa60a16bc3fd,bad
